Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen
16.03.2022;10:00;11:00;68.589,25;43.254,75;150,25
16.03.2022;11:00;12:00;69.204,75;39.463;462
16.03.2022;12:00;13:00;69.319,25;37.192;2.679,75
16.03.2022;13:00;14:00;68.464;36.986,75;3.202,25
16.03.2022;14:00;15:00;67.194;38.670;2.650,75
16.03.2022;15:00;16:00;65.862,25;41.413,75;630,75
16.03.2022;16:00;17:00;64.863;44.108,75;213
16.03.2022;17:00;18:00;65.753,75;47.496,5;351,25
16.03.2022;18:00;19:00;68.735,5;47.789;10,25
16.03.2022;19:00;20:00;69.754;45.478,5;33,25
16.03.2022;20:00;21:00;66.344,25;39.999,5;346,5
16.03.2022;21:00;22:00;62.817,25;36.072,75;2.276,75
16.03.2022;22:00;23:00;59.979,25;34.893,75;2.933,5
16.03.2022;23:00;00:00;56.515,75;31.395,75;4.716,75
17.03.2022;00:00;01:00;53.532,75;27.204;5.274,75
17.03.2022;01:00;02:00;51.982;25.940;6.210,75
17.03.2022;02:00;03:00;51.080;25.565,5;6.633,75
17.03.2022;03:00;04:00;51.428,75;26.511,25;6.216,5
17.03.2022;04:00;05:00;52.201,5;27.212;5.038,75
17.03.2022;05:00;06:00;54.893,5;30.023,5;3.664,25
17.03.2022;06:00;07:00;61.674;36.000,75;1.221,75
17.03.2022;07:00;08:00;66.739,75;40.793;357,75
17.03.2022;08:00;09:00;69.374;43.345,5;116
17.03.2022;09:00;10:00;70.424;44.501,5;16,75
17.03.2022;10:00;11:00;70.959;44.338;189
17.03.2022;11:00;12:00;71.569,5;44.616,5;205,75
17.03.2022;12:00;13:00;71.656;44.319,75;705
17.03.2022;13:00;14:00;70.584,75;44.152,5;751,25
17.03.2022;14:00;15:00;69.083,75;45.254,25;248,25
17.03.2022;15:00;16:00;68.027;47.694,75;264,75
17.03.2022;16:00;17:00;67.073,25;50.825;368
17.03.2022;17:00;18:00;67.850,25;55.548;207,25
17.03.2022;18:00;19:00;69.040,25;58.222,25;21,25
17.03.2022;19:00;20:00;69.014,75;58.081;37,5
17.03.2022;20:00;21:00;65.230,25;53.884;88,25
17.03.2022;21:00;22:00;61.719,25;50.231,75;347
17.03.2022;22:00;23:00;58.490,25;46.746,25;365,25
17.03.2022;23:00;00:00;54.308,5;43.164,75;521,5
18.03.2022;00:00;01:00;51.320;39.482,75;570
18.03.2022;01:00;02:00;49.834,5;37.951,25;1.844,25
18.03.2022;02:00;03:00;49.300,5;37.353,25;2.837,75
18.03.2022;03:00;04:00;49.939;38.575;3.104,25
18.03.2022;04:00;05:00;50.805;40.562,25;1.739,75
18.03.2022;05:00;06:00;54.068,25;44.540;1.684
18.03.2022;06:00;07:00;60.248,5;51.250,25;429,25
18.03.2022;07:00;08:00;65.279,5;54.478,5;7,75
18.03.2022;08:00;09:00;67.701;52.594;133
18.03.2022;09:00;10:00;68.023,75;47.143,5;625,75
18.03.2022;10:00;11:00;68.902,75;42.361;708,75
18.03.2022;11:00;12:00;69.487,5;38.664;1.135
18.03.2022;12:00;13:00;68.332;35.189,5;2.319,25
18.03.2022;13:00;14:00;66.356,75;33.103,25;2.845
18.03.2022;14:00;15:00;64.373,75;33.207,25;2.438
18.03.2022;15:00;16:00;63.448;36.165,5;1.395
18.03.2022;16:00;17:00;62.397;41.589;602,75
18.03.2022;17:00;18:00;63.510;48.811,5;291
18.03.2022;18:00;19:00;65.679;52.139,75;29,25
18.03.2022;19:00;20:00;67.050,75;50.659,75;71,25
18.03.2022;20:00;21:00;63.465,5;45.587,75;238,75
18.03.2022;21:00;22:00;59.501,75;40.864,25;598,25
18.03.2022;22:00;23:00;56.789,25;38.343,5;368
18.03.2022;23:00;00:00;53.220,5;34.909,75;1.373,5
19.03.2022;00:00;01:00;50.728,5;32.129,75;1.026,75
19.03.2022;01:00;02:00;48.445,25;29.348;888,5
19.03.2022;02:00;03:00;47.275,75;28.235,25;700,5
19.03.2022;03:00;04:00;47.593;28.355,75;860,75
19.03.2022;04:00;05:00;48.201,25;29.067;1.015
19.03.2022;05:00;06:00;48.814,5;29.469,75;271
19.03.2022;06:00;07:00;49.712,75;29.300,25;520,25
19.03.2022;07:00;08:00;53.013,75;29.627,25;265
19.03.2022;08:00;09:00;55.081,5;27.516,5;9,25
19.03.2022;09:00;10:00;56.170,5;22.873;782,5
19.03.2022;10:00;11:00;57.615;17.150;3.611,5
19.03.2022;11:00;12:00;58.930,75;12.326,25;5.532,5
19.03.2022;12:00;13:00;58.219,5;9.566,75;6.474,75
19.03.2022;13:00;14:00;56.741;10.194,75;6.376
19.03.2022;14:00;15:00;55.457,25;10.404,75;6.295,5
19.03.2022;15:00;16:00;55.488,5;12.390;6.068,75
19.03.2022;16:00;17:00;55.430,25;14.611,5;4.522
19.03.2022;17:00;18:00;56.936,5;21.615;539,75
19.03.2022;18:00;19:00;59.434,75;27.479,5;7
19.03.2022;19:00;20:00;60.588,75;28.622,25;142,75
19.03.2022;20:00;21:00;57.565;25.620;255,25
19.03.2022;21:00;22:00;55.070,25;23.186;475,75
19.03.2022;22:00;23:00;53.683;22.589,75;529,25
19.03.2022;23:00;00:00;50.424;20.146;519,75
20.03.2022;00:00;01:00;47.200,5;16.373,75;617
20.03.2022;01:00;02:00;45.168,5;14.964,5;1.270,75
20.03.2022;02:00;03:00;44.132,5;14.109,5;1.215,5
20.03.2022;03:00;04:00;44.119,5;14.451,5;1.630,75
20.03.2022;04:00;05:00;44.465,75;14.019,25;1.489,75
20.03.2022;05:00;06:00;44.859,5;13.662,75;1.264,75
20.03.2022;06:00;07:00;44.854,75;12.646,25;1.907,75
20.03.2022;07:00;08:00;46.861,25;11.641;2.536,75
20.03.2022;08:00;09:00;50.621,25;9.187,25;2.963,5
20.03.2022;09:00;10:00;53.875,25;8.070,25;4.638,5
20.03.2022;10:00;11:00;55.711,5;6.425,5;5.594,75
20.03.2022;11:00;12:00;56.634;5.826,75;5.890,75
20.03.2022;12:00;13:00;55.852,75;6.424,5;5.416
20.03.2022;13:00;14:00;53.821,75;6.086,5;5.348,25
20.03.2022;14:00;15:00;52.004,75;6.916;5.160,75
20.03.2022;15:00;16:00;51.646,75;9.189,25;4.635,5
20.03.2022;16:00;17:00;51.476,25;12.794,25;3.260,25
20.03.2022;17:00;18:00;53.202,5;20.935,5;1.063
20.03.2022;18:00;19:00;56.988,5;27.232,75;106,25
20.03.2022;19:00;20:00;59.015,25;28.908,75;117,5
20.03.2022;20:00;21:00;56.404,75;26.825,25;902,5
20.03.2022;21:00;22:00;54.235,5;26.400;1.317,75
20.03.2022;22:00;23:00;52.851,75;27.146,75;535
20.03.2022;23:00;00:00;49.777;25.718,75;1.033,75
21.03.2022;00:00;01:00;48.425,75;25.589,25;3.665
21.03.2022;01:00;02:00;47.404,5;25.815;4.562,5
21.03.2022;02:00;03:00;46.984,75;26.243,5;4.727,5
21.03.2022;03:00;04:00;47.540,75;27.731;4.243,25
21.03.2022;04:00;05:00;49.096,5;30.636,5;2.381,75
21.03.2022;05:00;06:00;52.564;35.459;702,75
21.03.2022;06:00;07:00;60.268;43.483;112,5
21.03.2022;07:00;08:00;65.423,25;46.072;5,75
21.03.2022;08:00;09:00;67.266;43.642,25;63,25
21.03.2022;09:00;10:00;67.316,25;38.200,75;119,25
21.03.2022;10:00;11:00;67.165,25;33.757;406,25
21.03.2022;11:00;12:00;67.282,75;31.771,75;1.358,25
21.03.2022;12:00;13:00;67.004;30.615;2.898,75
21.03.2022;13:00;14:00;66.279;31.517,5;4.105
21.03.2022;14:00;15:00;64.378,5;33.865;2.671
21.03.2022;15:00;16:00;63.875,75;39.511;1.814,5
21.03.2022;16:00;17:00;62.663,5;46.322,5;390
21.03.2022;17:00;18:00;63.121;54.376;116,25
21.03.2022;18:00;19:00;65.158,75;58.158,5;56,25
21.03.2022;19:00;20:00;66.991,75;57.266,75;8
21.03.2022;20:00;21:00;64.011,25;52.441;32,25
21.03.2022;21:00;22:00;60.633,5;48.216,5;185,5
21.03.2022;22:00;23:00;57.231;44.740,25;242,25
21.03.2022;23:00;00:00;53.645;41.369,5;1.467,5
22.03.2022;00:00;01:00;51.606,5;40.429,5;1.857,75
22.03.2022;01:00;02:00;49.905,5;40.014,75;2.542,25
22.03.2022;02:00;03:00;49.289;40.844;2.572,5
22.03.2022;03:00;04:00;49.455,25;42.172,5;2.942,5
22.03.2022;04:00;05:00;51.076;44.569,5;2.340,75
22.03.2022;05:00;06:00;54.122;48.307,25;568,75
22.03.2022;06:00;07:00;60.280,75;54.302,5;87,5
22.03.2022;07:00;08:00;65.142,25;53.791;215,5
22.03.2022;08:00;09:00;67.865;49.312,5;444,5
22.03.2022;09:00;10:00;67.689,25;43.233;293,25
22.03.2022;10:00;11:00;67.092,25;37.262,75;1.808,25
22.03.2022;11:00;12:00;66.761;33.798;2.795,5
22.03.2022;12:00;13:00;66.180;32.480,75;3.733
22.03.2022;13:00;14:00;64.748,5;32.589,75;3.664
22.03.2022;14:00;15:00;63.560,5;35.194,75;3.389,75
22.03.2022;15:00;16:00;62.652,5;40.378,5;2.316
22.03.2022;16:00;17:00;61.299,75;47.400,5;789
22.03.2022;17:00;18:00;62.263,25;56.362,25;333,75
22.03.2022;18:00;19:00;64.991;62.347,25;13,5
22.03.2022;19:00;20:00;66.745,5;63.379,75;2,75
22.03.2022;20:00;21:00;62.916;59.128;45
22.03.2022;21:00;22:00;59.383,5;55.254,75;367,25
22.03.2022;22:00;23:00;55.923,5;51.897,5;707,25
22.03.2022;23:00;00:00;51.784;48.201,75;865
23.03.2022;00:00;01:00;49.273,25;46.114;793,75
23.03.2022;01:00;02:00;47.762,25;45.151,5;1.053,5
23.03.2022;02:00;03:00;47.222,75;45.052,25;1.062,25
23.03.2022;03:00;04:00;47.798,5;45.790;1.279,75
23.03.2022;04:00;05:00;49.651,75;47.595;1.013,75
23.03.2022;05:00;06:00;53.275,75;51.300;684,5
23.03.2022;06:00;07:00;59.686,75;56.988,25;270
23.03.2022;07:00;08:00;64.200,5;55.950,25;69,75
23.03.2022;08:00;09:00;66.874;50.242,5;613,5
23.03.2022;09:00;10:00;66.925,25;42.992;498
23.03.2022;10:00;11:00;67.013,5;38.118,75;2.082,5
23.03.2022;11:00;12:00;66.897,75;34.798;2.735,75
23.03.2022;12:00;13:00;66.371;33.455,75;3.951,25
23.03.2022;13:00;14:00;64.851;33.580,75;3.886
23.03.2022;14:00;15:00;63.985;36.480,25;3.229,75
23.03.2022;15:00;16:00;62.550,75;40.993,25;1.680,25
23.03.2022;16:00;17:00;61.710,75;48.011,25;1.313
23.03.2022;17:00;18:00;62.532,5;56.397,25;437,75
23.03.2022;18:00;19:00;65.136,75;61.873;14
23.03.2022;19:00;20:00;66.930;62.575,75;9,5
23.03.2022;20:00;21:00;63.595;58.126;23,25
23.03.2022;21:00;22:00;59.730,75;53.846,5;601,75
23.03.2022;22:00;23:00;56.335,25;50.686,5;1.060,25
23.03.2022;23:00;00:00;52.256,25;47.162,75;1.524,5
24.03.2022;00:00;01:00;49.428,25;45.156,5;880,75
24.03.2022;01:00;02:00;47.911,5;44.512,5;452,75
24.03.2022;02:00;03:00;47.246,25;44.631,25;306
24.03.2022;03:00;04:00;47.809,75;45.818;528
24.03.2022;04:00;05:00;49.396;47.827;856,25
24.03.2022;05:00;06:00;53.037,75;51.799,5;655,25
24.03.2022;06:00;07:00;59.187,25;57.385;157,75
24.03.2022;07:00;08:00;63.679,25;56.412,5;15,25
24.03.2022;08:00;09:00;66.349,5;50.851,25;206,5
24.03.2022;09:00;10:00;66.400,25;43.374,75;537
24.03.2022;10:00;11:00;66.383,75;37.869,5;2.170,5
24.03.2022;11:00;12:00;66.813;35.201,25;2.950,25
24.03.2022;12:00;13:00;66.106,25;33.851,25;4.128,5
24.03.2022;13:00;14:00;64.657;33.950;3.759,25
24.03.2022;14:00;15:00;63.569,25;36.589,25;2.732,75
24.03.2022;15:00;16:00;61.975,25;41.128,75;914,25
24.03.2022;16:00;17:00;61.027,75;48.172,5;231,25
24.03.2022;17:00;18:00;62.269,5;56.938;219
24.03.2022;18:00;19:00;64.487,5;62.066,25;2,75
24.03.2022;19:00;20:00;66.708,25;63.302,75;2
24.03.2022;20:00;21:00;63.137,25;58.705;22
24.03.2022;21:00;22:00;59.470,5;54.649;686,25
24.03.2022;22:00;23:00;55.828;51.242,25;709,75
24.03.2022;23:00;00:00;51.793;47.745,25;441
25.03.2022;00:00;01:00;48.821,25;45.506,75;802,5
25.03.2022;01:00;02:00;47.208;44.364,25;1.062,75
25.03.2022;02:00;03:00;46.808,25;44.392,25;1.528,5
25.03.2022;03:00;04:00;47.348,75;45.145;1.403,5
25.03.2022;04:00;05:00;48.841,25;46.766;828,75
25.03.2022;05:00;06:00;52.553,75;50.398,75;388,25
25.03.2022;06:00;07:00;58.808,25;55.314;90,5
25.03.2022;07:00;08:00;63.510,75;54.201;8,25
25.03.2022;08:00;09:00;65.822,75;48.673,75;106,25
25.03.2022;09:00;10:00;65.842,5;41.915;374,25
25.03.2022;10:00;11:00;66.025,75;36.205,5;2.227
25.03.2022;11:00;12:00;66.645;32.799,75;3.372
25.03.2022;12:00;13:00;65.910,25;30.649,25;5.152,25
25.03.2022;13:00;14:00;64.602,5;30.699,5;4.768,25
25.03.2022;14:00;15:00;62.451,75;32.419,75;3.326,25
25.03.2022;15:00;16:00;60.891,5;36.770,75;1.479,5
25.03.2022;16:00;17:00;60.346;44.000,25;561,5
25.03.2022;17:00;18:00;61.254;52.280,25;298,25
25.03.2022;18:00;19:00;63.151,75;56.573;12,25
25.03.2022;19:00;20:00;64.924,5;56.122,25;6,25
25.03.2022;20:00;21:00;61.480,75;51.028,5;214,25
25.03.2022;21:00;22:00;57.752,25;45.950;753,5
25.03.2022;22:00;23:00;55.002,5;42.850,5;559
25.03.2022;23:00;00:00;51.640,5;39.674,75;1.181,75
26.03.2022;00:00;01:00;48.307,25;37.119,25;91,5
26.03.2022;01:00;02:00;46.570;35.591;262,5
26.03.2022;02:00;03:00;45.742;34.413,75;972,75
26.03.2022;03:00;04:00;45.751,25;33.738;886
26.03.2022;04:00;05:00;46.505;33.301;901
26.03.2022;05:00;06:00;47.228,75;32.606;538,5
26.03.2022;06:00;07:00;48.102;30.957,5;964
26.03.2022;07:00;08:00;50.968,5;29.471,5;843,75
26.03.2022;08:00;09:00;53.941;27.073;1.713,25
26.03.2022;09:00;10:00;55.664;23.017;2.604,5
26.03.2022;10:00;11:00;57.313,75;19.143;4.831,75
26.03.2022;11:00;12:00;57.295,25;16.351,5;4.707,5
26.03.2022;12:00;13:00;55.962,25;14.595,25;5.751
26.03.2022;13:00;14:00;54.030,75;14.665;6.113
26.03.2022;14:00;15:00;52.494,25;17.252,5;5.489,25
26.03.2022;15:00;16:00;51.491;21.885,5;3.639,5
26.03.2022;16:00;17:00;51.571,5;29.858;1.948,5
26.03.2022;17:00;18:00;53.066;39.715,75;500,5
26.03.2022;18:00;19:00;54.921;46.150,25;7
26.03.2022;19:00;20:00;56.181,5;47.610,25;6,25
26.03.2022;20:00;21:00;53.535,25;44.853,75;38,25
26.03.2022;21:00;22:00;50.810,25;42.429,75;371,25
26.03.2022;22:00;23:00;48.554,75;40.948,5;428,25
26.03.2022;23:00;00:00;45.660;38.910,75;454,25
27.03.2022;00:00;01:00;42.738,75;36.992;358
27.03.2022;01:00;02:00;41.475,25;36.590,75;227,25
27.03.2022;03:00;04:00;40.328;36.588,25;305
27.03.2022;04:00;05:00;40.368,75;36.860,5;376,5
27.03.2022;05:00;06:00;40.928,5;37.778,25;238,25
27.03.2022;06:00;07:00;41.467;38.183,75;329
27.03.2022;07:00;08:00;42.196,5;37.943,75;381,75
27.03.2022;08:00;09:00;44.918,5;36.118,25;854,75
27.03.2022;09:00;10:00;48.276;33.053;1.308
27.03.2022;10:00;11:00;50.021,25;28.123,25;1.339,5
27.03.2022;11:00;12:00;52.291;24.528,25;2.638,5
27.03.2022;12:00;13:00;52.324,75;20.958;4.495,5
27.03.2022;13:00;14:00;50.281;17.561,5;5.795,25
27.03.2022;14:00;15:00;48.638;16.614;6.628
27.03.2022;15:00;16:00;47.816,75;18.411;6.372,25
27.03.2022;16:00;17:00;47.406;23.063;4.383,75
27.03.2022;17:00;18:00;48.113,75;31.095;2.142,5
27.03.2022;18:00;19:00;50.563,5;41.491,25;414,75
27.03.2022;19:00;20:00;52.701,75;47.244;448,75
27.03.2022;20:00;21:00;53.837,25;47.599,75;258
27.03.2022;21:00;22:00;52.004,75;45.239,75;563,25
27.03.2022;22:00;23:00;50.627,75;44.163,25;446,5
27.03.2022;23:00;00:00;48.019;41.569;619,5
28.03.2022;00:00;01:00;45.708,75;39.768;988,5
28.03.2022;01:00;02:00;44.270,75;38.839,75;1.134,25
28.03.2022;02:00;03:00;43.668,5;38.626,75;1.478
28.03.2022;03:00;04:00;44.647,25;39.631,25;1.777
28.03.2022;04:00;05:00;46.212,5;40.900;1.271,75
28.03.2022;05:00;06:00;50.356,75;45.181,25;858,75
28.03.2022;06:00;07:00;58.066,75;53.213,25;199,5
28.03.2022;07:00;08:00;63.313,5;57.617,25;7,25
28.03.2022;08:00;09:00;65.807,25;55.120,25;39,25
28.03.2022;09:00;10:00;66.587;48.914,25;192,75
28.03.2022;10:00;11:00;67.023,25;42.374,5;679,25
28.03.2022;11:00;12:00;67.478,5;37.132,5;2.159
28.03.2022;12:00;13:00;67.109,25;32.744,5;4.762,75
28.03.2022;13:00;14:00;66.001,5;29.408,5;5.491,25
28.03.2022;14:00;15:00;65.021,75;28.398,75;5.745,5
28.03.2022;15:00;16:00;63.794,75;29.457,25;5.346,5
28.03.2022;16:00;17:00;62.307,75;32.525,5;4.199,5
28.03.2022;17:00;18:00;62.572;39.293,75;2.227,75
28.03.2022;18:00;19:00;63.695,75;48.156;675,75
28.03.2022;19:00;20:00;64.816,5;53.005,75;46,25
28.03.2022;20:00;21:00;64.384;52.661;64,75
28.03.2022;21:00;22:00;60.791,75;49.607,75;452,5
28.03.2022;22:00;23:00;57.226;46.833,75;794,25
28.03.2022;23:00;00:00;53.310;43.639,5;1.224
29.03.2022;00:00;01:00;49.827;40.836,5;757
29.03.2022;01:00;02:00;47.795,25;39.727,25;1.814,25
29.03.2022;02:00;03:00;47.026,75;39.303,5;2.629
29.03.2022;03:00;04:00;47.213,75;39.481,5;2.718,25
29.03.2022;04:00;05:00;48.769,5;41.413;2.432,75
29.03.2022;05:00;06:00;51.836;44.632,75;1.175,5
29.03.2022;06:00;07:00;59.286;52.419;241,5
29.03.2022;07:00;08:00;63.825,75;56.850,75;4,5
29.03.2022;08:00;09:00;66.076,25;56.500,75;7,5
29.03.2022;09:00;10:00;66.992,25;52.294,25;163,5
29.03.2022;10:00;11:00;68.354,5;48.241,75;1.110,5
29.03.2022;11:00;12:00;69.176;44.746,25;1.137,25
29.03.2022;12:00;13:00;68.480,25;40.322;2.203,25
29.03.2022;13:00;14:00;67.972;38.383,5;2.401,5
29.03.2022;14:00;15:00;66.633;37.659,75;2.182
29.03.2022;15:00;16:00;65.866,25;39.582,5;1.499,75
29.03.2022;16:00;17:00;63.785,5;41.967,75;923
29.03.2022;17:00;18:00;63.892;47.693,5;330,25
29.03.2022;18:00;19:00;63.938,5;53.569,75;112
29.03.2022;19:00;20:00;64.032,5;57.695,75;1
29.03.2022;20:00;21:00;63.613,25;57.728,25;39,25
29.03.2022;21:00;22:00;60.246,75;54.171,25;145,75
29.03.2022;22:00;23:00;56.826,75;50.703;398,5
29.03.2022;23:00;00:00;52.538,25;47.035,5;432,75
30.03.2022;00:00;01:00;49.050,25;44.327;1.241,75
30.03.2022;01:00;02:00;47.221;42.998,5;1.032,75
30.03.2022;02:00;03:00;46.006;42.660,75;1.857,25
30.03.2022;03:00;04:00;46.324,5;43.370,75;1.774
30.03.2022;04:00;05:00;48.101,75;45.153;2.304,5
30.03.2022;05:00;06:00;51.683,5;49.001,25;1.177,25
30.03.2022;06:00;07:00;58.689,75;55.955,75;169
30.03.2022;07:00;08:00;63.623,75;60.317,25;11,5
30.03.2022;08:00;09:00;66.608,25;60.898,25;40,5
30.03.2022;09:00;10:00;67.596,5;58.934,75;16,5
30.03.2022;10:00;11:00;68.524,75;56.727,25;7
30.03.2022;11:00;12:00;69.097,5;55.014;6,75
30.03.2022;12:00;13:00;68.573,75;53.790;66,5
30.03.2022;13:00;14:00;67.548,75;52.773;275,5
30.03.2022;14:00;15:00;66.019,75;51.525,5;311,25
30.03.2022;15:00;16:00;65.198;51.926,75;64,25
30.03.2022;16:00;17:00;64.443;52.405;28,25
30.03.2022;17:00;18:00;64.833,25;54.925,75;81,25
30.03.2022;18:00;19:00;65.335,75;57.220,75;3
30.03.2022;19:00;20:00;66.034,5;58.745,5;2,25
30.03.2022;20:00;21:00;65.138,5;57.050,5;78,5
30.03.2022;21:00;22:00;61.887,5;52.425;460
30.03.2022;22:00;23:00;58.568;48.925,25;786
30.03.2022;23:00;00:00;54.128,25;44.491,75;1.642,75
31.03.2022;00:00;01:00;50.830;39.987;2.849
31.03.2022;01:00;02:00;49.254;37.847,25;3.359,75
31.03.2022;02:00;03:00;48.604,5;36.891,5;3.601,25
31.03.2022;03:00;04:00;49.128,25;35.881,25;4.424,5
31.03.2022;04:00;05:00;50.670;36.369;4.170,75
31.03.2022;05:00;06:00;54.056,75;38.139,75;2.184,25
31.03.2022;06:00;07:00;60.895,25;43.453,25;573
31.03.2022;07:00;08:00;65.436,5;47.391,25;3,25
31.03.2022;08:00;09:00;68.471,75;48.304,25;1
31.03.2022;09:00;10:00;69.495;46.337,25;1
31.03.2022;10:00;11:00;70.756;44.354,5;5,75
31.03.2022;11:00;12:00;71.144;42.414,5;75,5
31.03.2022;12:00;13:00;71.280,5;40.416;296,5
31.03.2022;13:00;14:00;70.309,25;37.887,25;1.115,5
31.03.2022;14:00;15:00;69.241,75;35.577;1.663
31.03.2022;15:00;16:00;68.580,5;35.663,25;857,25
31.03.2022;16:00;17:00;67.759;36.055;797,5
31.03.2022;17:00;18:00;67.888,5;37.857,75;707
31.03.2022;18:00;19:00;68.369;39.488,75;1.256,75
31.03.2022;19:00;20:00;68.455,5;39.896,75;246,25
31.03.2022;20:00;21:00;67.074;38.197,75;407,5
31.03.2022;21:00;22:00;63.964;34.835;949,5
31.03.2022;22:00;23:00;60.983,5;32.697,5;2.288
31.03.2022;23:00;00:00;57.827,5;30.633,75;3.011,5
01.04.2022;00:00;01:00;55.158,75;28.450,5;4.461,5
01.04.2022;01:00;02:00;53.882;27.335,75;5.866,25
01.04.2022;02:00;03:00;52.920,5;26.712,25;6.043
01.04.2022;03:00;04:00;52.810,75;27.149,75;5.671,5
01.04.2022;04:00;05:00;53.858,5;28.127;5.022,75
01.04.2022;05:00;06:00;57.287;30.911,75;4.079
01.04.2022;06:00;07:00;64.275,25;36.807;668,25
01.04.2022;07:00;08:00;69.220,25;41.310,25;17,25
01.04.2022;08:00;09:00;72.397,5;42.967,5;5
01.04.2022;09:00;10:00;73.431;41.403,5;80
01.04.2022;10:00;11:00;75.001;39.973,75;87,75
01.04.2022;11:00;12:00;75.903,75;38.141,5;19,75
01.04.2022;12:00;13:00;75.643;36.888,75;256,5
01.04.2022;13:00;14:00;73.861,75;35.499,25;724,5
01.04.2022;14:00;15:00;71.969;33.905,75;1.285,5
01.04.2022;15:00;16:00;70.407,5;32.699;1.209,25
01.04.2022;16:00;17:00;69.001,75;32.844,25;848
01.04.2022;17:00;18:00;69.597;35.242,5;335,75
01.04.2022;18:00;19:00;69.255,75;37.523,5;128
01.04.2022;19:00;20:00;68.696,25;39.292;30,75
01.04.2022;20:00;21:00;66.705;37.672,25;244
01.04.2022;21:00;22:00;63.355;34.115,25;1.078
01.04.2022;22:00;23:00;60.708,75;32.516;1.525,25
01.04.2022;23:00;00:00;57.481,5;30.890,75;2.820
02.04.2022;00:00;01:00;54.442,25;29.711,75;3.488,25
02.04.2022;01:00;02:00;52.531,75;29.495;3.245,5
02.04.2022;02:00;03:00;51.082,5;29.642;3.188
02.04.2022;03:00;04:00;50.162,5;29.210,25;2.530,5
02.04.2022;04:00;05:00;49.549;28.814,75;2.274,25
02.04.2022;05:00;06:00;49.503;28.911,25;1.483,5
02.04.2022;06:00;07:00;49.949,25;29.082,25;892
02.04.2022;07:00;08:00;52.776,5;31.854,5;828,25
02.04.2022;08:00;09:00;57.380;34.873;392,75
02.04.2022;09:00;10:00;60.233,25;33.995,5;260,75
02.04.2022;10:00;11:00;62.907;32.733,5;856,75
02.04.2022;11:00;12:00;63.619,75;31.378;1.482
02.04.2022;12:00;13:00;62.623,5;30.189,75;2.382,25
02.04.2022;13:00;14:00;61.212;28.774,75;4.401,25
02.04.2022;14:00;15:00;59.079,75;28.038,25;5.135,5
02.04.2022;15:00;16:00;58.201;29.125,75;3.942,75
02.04.2022;16:00;17:00;57.155,75;30.472;1.955,25
02.04.2022;17:00;18:00;57.681,25;34.378,25;487,75
02.04.2022;18:00;19:00;58.654,5;40.003;109
02.04.2022;19:00;20:00;58.499,25;44.395;7
02.04.2022;20:00;21:00;56.783;44.991,5;5,75
02.04.2022;21:00;22:00;54.657;43.832,5;93
02.04.2022;22:00;23:00;52.773,5;42.241,75;421,75
02.04.2022;23:00;00:00;49.903;40.283,75;478,75
03.04.2022;00:00;01:00;47.382,25;39.278;321
03.04.2022;01:00;02:00;45.320,75;38.099,75;142,75
03.04.2022;02:00;03:00;44.312,5;37.309,75;143
03.04.2022;03:00;04:00;44.061;37.243;101,25
03.04.2022;04:00;05:00;44.494,25;37.373;21,75
03.04.2022;05:00;06:00;44.061;36.646,25;17
03.04.2022;06:00;07:00;43.841,75;36.169;29,5
03.04.2022;07:00;08:00;44.984,75;35.618,25;53
03.04.2022;08:00;09:00;48.299;36.337,25;17,5
03.04.2022;09:00;10:00;51.148,25;36.024,25;84
03.04.2022;10:00;11:00;53.509,25;32.388,5;2.275,5
03.04.2022;11:00;12:00;56.007;30.418;3.169
03.04.2022;12:00;13:00;55.559,5;27.548,5;3.819,75
03.04.2022;13:00;14:00;54.166,25;24.129,75;5.742
03.04.2022;14:00;15:00;53.147,75;22.457,25;5.760,5
03.04.2022;15:00;16:00;52.323,75;21.864,25;5.336,25
03.04.2022;16:00;17:00;51.932,25;22.906;4.365,5
03.04.2022;17:00;18:00;53.696,25;28.640,25;1.441,5
03.04.2022;18:00;19:00;54.970;35.193,5;229,5
03.04.2022;19:00;20:00;55.640,5;39.089,5;5
03.04.2022;20:00;21:00;55.771,25;38.808;6
03.04.2022;21:00;22:00;54.948;36.620,25;162,25
03.04.2022;22:00;23:00;54.524,5;34.053,75;408
03.04.2022;23:00;00:00;51.481;28.795,5;797
04.04.2022;00:00;01:00;49.104,25;25.851;1.347
04.04.2022;01:00;02:00;47.966,25;23.095,5;2.343,25
04.04.2022;02:00;03:00;47.868,5;21.769,25;3.782,25
04.04.2022;03:00;04:00;48.705,5;21.086,5;3.760
04.04.2022;04:00;05:00;50.240,5;21.097,5;2.975,5
04.04.2022;05:00;06:00;54.123,25;23.225,25;1.378,75
04.04.2022;06:00;07:00;61.799,75;27.003,5;226,75
04.04.2022;07:00;08:00;67.128,75;28.658,5;338,75
04.04.2022;08:00;09:00;70.026;25.921,75;665,5
04.04.2022;09:00;10:00;70.807,25;20.025;1.841,5
04.04.2022;10:00;11:00;71.844;16.597;3.947,25
04.04.2022;11:00;12:00;73.145,25;14.751,75;4.428,25
04.04.2022;12:00;13:00;73.286;14.595,75;5.328,5
04.04.2022;13:00;14:00;73.153,5;14.580,5;5.909
04.04.2022;14:00;15:00;71.979,5;15.365,75;5.504,25
